REG_DATE,ERR_DESCR,WORK_DESCR_LO,PERFORMED_ACTION_LO,RIG,AGE_OF_RIG,PERFORMED_ACTION_ID,PERFORMED_ACTION,ERR_TYPE,ERROR_TYPE,MCH_CODE,MCH_CODE_DESCRIPTION,SFI,Count_of_breakdown
21-Nov-16,Replace MP valves and seats,Replace valves and seats,"completed changing out valves and seats
 : FTE031 2016.12.04 03:43:08",D101,1515,1,Replace,2.4,Wear,11220209,MUD PUMP SYSTEM NO.5,325,11
02-Dec-16,replace hydratong dies,replace dies,changed out dies.,D101,1515,1,Replace,6,General,11220806,HYDRATONG; ARN 200; AUX WELL,342,15
20-Nov-16,Hydratong Aux no movement on torque jaws,completed fault finding and repair,Investigate why jaws do not move. Fault found hydraulic valve block for upper torqe wrench needs to be replaced.,D101,1515,2,Repair,4.2,Open circuit,11220806,HYDRATONG; ARN 200; AUX WELL,342,15
31-Oct-16,car door malfunction,repaired,"car door malfunction
31.10.2016 11:42:17 James Nolon Royston (JNR004)
inner door for elevator wouldnt close.troubleshooting revealed bad
connection for door open limit switch loose in connector that
plugged into door closing PCB. re-termed wires in connector tested put
back in service",D101,1515,2,Repair,3.1,Control failure,11220555,PERSONNEL ELEVATOR SYSTEM NO.1,561,3
10-Oct-16,Order sensor for spare HR Guide Head,not required,part ordered but cancelled - already in stock,D101,1515,12,Other,6,General,11238131,"GUIDE HEAD 2 7/8""-14""; HYDRARACKER MAIN",341,1
20-Nov-16,Change hospital sink faucet,replace broken water hose,Changed sink faucet in medic sink after several lines split,D101,1515,1,Replace,1.1,Leakage,11261920,HOSPITAL; A DECK,281,1
23-Nov-16,SD Port Aft E/R faulty,change sensor,replaced sensor but it was the wrong type ordered the proper replacement,D101,1515,1,Replace,3,General,11241052,DETECTOR; SMOKE/HEAT;WT;PORT E/R,811,3
15-Aug-16,Repair Aux Lower Guide Head,sent equipment ashore for repair,equipmetn sent ashore for repair and then forwarded to Valiant as we had borrowed theirs to continue operations,D101,1515,2,Repair,1.4,Deformation,11238142,"GUIDE HEAD 2 7/8""-14""; HYDRARACKER AUX",341,1
07-Dec-16,pressure washer handle for the rig floor.,replace handle,handle broken,D101,1515,1,Replace,1.1,Leakage,11237713,SPRAY HANDLE; WASHDOWN SYSTEM,444,3
03-Jan-17,Replace sticking latches,replace or repair faulty latches,Fingers checked greased and lubricated. Latch 4 on row 35 and latch 1 on row 17 replaced.,D101,1515,1,Replace,1.6,Sticking,11220856,FINGERBOARD ASSY; UPPER,341,10
18-Nov-16,Solienoid Valve Re-Gen Not Working Properly,Change out the Solinoid for Tower B,The Old coil had melted and needed to be replaced,D101,1515,1,Replace,1.6,Sticking,11220548,AIR DRYER NO.1; G/S & CTRL AIR SYS;PORT,733,3
18-Nov-16,Replace washing machine #4,Replace Washing Machine,Replaced the washing machine with a new spare.  Stripped all useful mech and elect. parts from old macine.,D101,1515,1,Replace,1.2,Vibration,11223815,WASHER EXTRACTOR NO.4; 20KG;LAUNDRY,558,2
26-Nov-16,Investigate and trace where cooling water is escaping from.,Isolate drive and carry out inspection of all sections. Trace leak and repair.,Isolated the drive and inspected for leaks. None found.,D101,1515,9,Inspection,1.1,Leakage,12167730,WATER COOLING UNIT 3; VFC 3,867,1
20-Dec-16,Place PSV into Structure,Insert correct PSV into structure,Insert correct PSV into structure,D101,1515,10,Overhaul,6.2,Other,11631296,PIPING; WCCU NO.1;TOPSIDE - GROUP,574,3
08-Dec-16,Bracket for pin bolts loose.,Remove drill bolt heads and reinstall with nordlock and safety wire bolt heads as secondary retention.,Drilled holes in bolt heads and installed with nordlock and safety wired bolts for secondary retention. Rows 31-34 upper FB level. Stbd end of FB only.,D101,1515,2,Repair,1.2,Vibration,11893078,FINGERBOARD 6,341,2
10-Dec-16,WFI SYSTEM TROUBLESHOOTING,"ALL SYSTEM DEVICES ACCESSED AND FUNCTION CHECKED CONTACTED RADIO HOLLAND FOR REMOTE IN ONGOING.
After troubleshooting the tech found the incorrect firmware in the switch.  Made proper corrections and the system is operational.","ALL SYSTEM DEVICES ACCESSED AND FUNCTION CHECKED CONTACTED RADIO HOLLAND FOR REMOTE IN ONGOING.
After troubleshooting the tech found the incorrect firmware in the switch.  Made proper corrections and the system is operational.",D101,1515,2,Repair,6.2,Other,11239128,CABINET; MAIN SERVER;ADM NET,423,3
21-Sep-16,HELIDECK CRANE - CORRECTIVE ACTIONS,Corrected,Corrective actions taken prior to IFS going live,D101,1515,2,Repair,1,General,11220683,CRANE; SERVICE;HELIDECK,563,3
21-Sep-16,RISER GANTRY - CORRECTIVE ACTIONS,"
See attached report for corrective actions",Completed corrective actions 4.1.9-4.1.10 and 8.1.6. Applied grease to densto tape on fittings.,D101,1515,7,Service,2.3,Erosion,11220221,RISER GANTRY CRANE SYSTEM,362,12
27-Nov-16,Shaft seal is leaking,pump overhauled with new shaft seal,Removed dismantled inspected and replaced both bearing and mechanical seal. Secondary seal has a snap ring (not made reference to in the manual) that was out of position and the snap ring groove appears to have somehow been worn. Old mechanical seal had obvious wear. Reassembled with new seal installed and tested for leaks and proper engine performance. All in good working order. : WHM006 2016.11.29 12:56:33,D101,1515,2,Repair,1.1,Leakage,11232315,PUMP UNIT NO.3; EMCY;MDO;E/R;STBD,703,1
20-Sep-16,Helifuel hose reel adapter,adapter needs to be replaced,adapter needs to be replaced,D101,1515,1,Replace,2.4,Wear,11220443,REFUELLING SYSTEM; HELIDECK,566,2
12-Dec-16,#2 R.O. Media Filter Tank,repaired,apply two part epoxy to hole in media filter tank,D101,1515,2,Repair,2.2,Corrosion,11223604,GEN NO.2; FW; REVERSE OSMOSIS; E/R; CNTR,761,31
04-Dec-16,Change out flex joint on cement bulk silo#2,replace flex joint,Changed out flex joint #2 cement silo fill up line.,D101,1515,1,Replace,1.4,Deformation,10181186,FLEX JOINT NO.1; TK UNIT NO.2;CMNT,321,1
21-Sep-16,RCWM trolley chain snapped,replace broken parts,New shaft was installed with new sprockets. New triplex and simplex chains were installed and tensioned. Encoder for triplex chain was adjusted as needed for correct tension and alignment. Shuttle was operated. All checks good.,D101,1515,1,Replace,1.4,Deformation,11220317,CATWALK; RISER HANDLING,347,14
02-Oct-16,Replace gearbox protective caps,replace missing caps,replace missing caps,D101,1515,1,Replace,2,General,11220318,DECK CRANE NO.4; AFT PORT,361,9
10-Sep-16,Duct heater-coffee shop-burnt elements,replace heating elements,heater faulty,D101,1515,1,Replace,4,General,11227344,PANEL; DUCT HEATER; COFFEE SHOP,875,2
09-Aug-16,#4 Thruster Room- Package A/C #3 Tripped,See confirmation text,Looked up parts. Ran them down by using legacy material number. Descriptor on the IFS part number seemed limited but managed to match everything up. Will replace part tonight. Installed new contactor. Need Engine Department to remove their isolation so I can test the AC package. Replaced contactor and op checked. AC package cools as it should. Buttoned it up and left it running.,D101,1515,1,Replace,4.1,Short circuiting,11220479,A/C NO.3; PACKAGED;PORT STERN T/R,576,2
10-Dec-16,Remove PSV from IFS,PSV was previously removed and now requires scrapping as it is no longer available on the rig,PSV was previously removed and now requires scrapping as it is no longer available on the rig,D101,1515,12,Other,6.2,Other,11631296,PIPING; WCCU NO.1;TOPSIDE - GROUP,574,3
06-Dec-16,Local control switch broken,Local control needs a new switch.,Switch works as designed.  No defects,D101,1515,12,Other,6.2,Other,11247346,DAMPER; PNEUM;SUPP FAN NO.2;SH SHKR RM,575,1
18-Dec-16,Defaulted fan belt,replace,replace belt,D101,1515,1,Replace,1,General,11224478,MOTOR; AC; CENTRIF FAN; PACKAGED A/C,576,1
17-Dec-16,Move from facility to inventory,Add to inventory to place in structure MRU-H-M serial No 10345 and remove Serial No8616 for calibration,Transfer MRU into stock to allow it to be placed in structure,D101,1515,6,Check,6,General,10201656,MOTION REFERENCE SYSTEM; AUX,312,1
